,date,title,topic,author,path,categories,children,gender_violence,hate_speech,health_disinfo,political_disinfo,safety
471,"Friday, 27 January 2017",dick clark productions and Twitter Partner to Live Stream Red Carpet,Events,Twitter PR,https://blog.twitter.com/en_us/topics/events/2017/dick-clark-productions-and-twitter-partner-to-live-stream-red-ca,[],0,0,0,0,0,0
472,"Thursday, 26 January 2017",Explore,Product,Angela Lam,https://blog.twitter.com/en_us/topics/product/2017/explore,[],0,0,0,0,0,0
473,"Thursday, 26 January 2017",Celebrate the #LunarNewYear With Year of the Rooster Emoji and Stickers,Events,Kathleen Reen,https://blog.twitter.com/en_us/topics/events/2017/celebrate-the-lunarnewyear-with-year-of-the-rooster-emoji-and-stickers-on-twitter,[],0,0,0,0,0,0
474,"Thursday, 19 January 2017",Building a more inclusive Twitter in 2016,Company,Jeffrey Siminoff,https://blog.twitter.com/en_us/topics/company/2017/building-a-more-inclusive-twitter-in-2016,['hate_speech'],0,0,1,0,0,0
475,"Thursday, 19 January 2017",Twitter and PBS NewsHour Partner to Live Stream Coverage of Inauguration,Events,Twitter PR,https://blog.twitter.com/en_us/topics/events/2017/twitter-and-pbs-newshour-partner-to-live-stream-coverage-of-inauguration-day-2017,['political_disinfo'],0,0,0,0,1,0
476,"Thursday, 19 January 2017",PGA TOUR Announces Twitter as Global Live Stream Distribution Platform,Events,Twitter PR,https://blog.twitter.com/en_us/topics/events/2017/pga-tour-announces-twitter-as-global-live-stream-distribution-platform-for-pga-tour-live-ott,[],0,0,0,0,0,0
477,"Tuesday, 17 January 2017",The @AustralianOpen is back to light up 2017,Events,Jonno Simpson,https://blog.twitter.com/en_us/topics/events/2017/the--australianopen-is-back-to-light-up-2017,[],0,0,0,0,0,0
478,"Tuesday, 10 January 2017",How Clemson’s #NationalChampionship victory played out on Twitter,Events, David Herman,https://blog.twitter.com/en_us/topics/events/2017/allin-how-clemson-s-nationalchampionship-victory-played-out-on-twitter,[],0,0,0,0,0,0
479,"Monday, 2 January 2017","Bringing #CES2017 straight to you, live from Vegas",Events,X Marketing,https://blog.twitter.com/en_us/topics/events/2017/bringing-ces2017-straight-to-you-live-from-vegas,[],0,0,0,0,0,0
480,"Wednesday, 28 December 2016",Check out live 360 video on Twitter,Product,Alessandro Sabatelli,https://blog.twitter.com/en_us/topics/product/2016/check-out-live-360-video-on-twitter,[],0,0,0,0,0,0
481,"Thursday, 22 December 2016",Resolution on Android update,Product,X Marketing,https://blog.twitter.com/en_us/topics/product/2016/resolution-on-android-update,[],0,0,0,0,0,0
482,"Thursday, 22 December 2016",#TwitterForGood Day around the world,Company,Spandana Singh,https://blog.twitter.com/en_us/topics/company/2016/-twitterforgood-day-around-the-world,['children'],1,0,0,0,0,0
483,"Friday, 16 December 2016",The most exciting goals of EURO 2016,Insights,Krist Wongsuphasawat,https://blog.twitter.com/en_us/topics/insights/2016/the-most-exciting-goals-of-euro-2016,[],0,0,0,0,0,0
484,"Tuesday, 6 December 2016",#ThisHappened in 2016,Events,Leslie Berland,https://blog.twitter.com/en_us/topics/events/2016/ThisHappened-in-2016,[],0,0,0,0,0,0
485,"Friday, 11 November 2016",Give it up for the winners of the first annual #TwitterAwards,Events,Jayanta Jenkins,https://blog.twitter.com/en_us/topics/events/2016/give-it-up-for-the-winners-of-the-first-annual-twitterawards,[],0,0,0,0,0,0
486,"Tuesday, 1 November 2016",Speed up customer service with quick replies & welcome messages,Product,Ian Cairns,https://blog.twitter.com/en_us/topics/product/2016/speed-up-customer-service-with-quick-replies-welcome-messages,[],0,0,0,0,0,0
487,"Wednesday, 5 October 2016",Study: Twitter customer care increases willingness to pay,Insights,Wayne Huang,https://blog.twitter.com/en_us/topics/insights/2016/study-twitter-customer-care-increases-willingness-to-pay-across-industries,[],0,0,0,0,0,0
488,"Wednesday, 28 September 2016",Introducing the new Website Conversions objective,Product,Rebecca Resnick,https://blog.twitter.com/en_us/topics/product/2016/introducing-the-new-website-conversions-objective,[],0,0,0,0,0,0
489,"Monday, 2 January 2017","Bringing #CES2017 straight to you, live from Vegas",Events,X Marketing,https://blog.twitter.com/en_us/topics/events/2017/bringing-ces2017-straight-to-you-live-from-vegas,[],0,0,0,0,0,0
490,"Wednesday, 28 December 2016",Check out live 360 video on Twitter,Product,Alessandro Sabatelli,https://blog.twitter.com/en_us/topics/product/2016/check-out-live-360-video-on-twitter,[],0,0,0,0,0,0
491,"Thursday, 22 December 2016",Resolution on Android update,Product,X Marketing,https://blog.twitter.com/en_us/topics/product/2016/resolution-on-android-update,[],0,0,0,0,0,0
492,"Thursday, 22 December 2016",#TwitterForGood Day around the world,Company,Spandana Singh,https://blog.twitter.com/en_us/topics/company/2016/-twitterforgood-day-around-the-world,['children'],1,0,0,0,0,0
493,"Friday, 16 December 2016",The most exciting goals of EURO 2016,Insights,Krist Wongsuphasawat,https://blog.twitter.com/en_us/topics/insights/2016/the-most-exciting-goals-of-euro-2016,[],0,0,0,0,0,0
494,"Tuesday, 6 December 2016",#ThisHappened in 2016,Events,Leslie Berland,https://blog.twitter.com/en_us/topics/events/2016/ThisHappened-in-2016,[],0,0,0,0,0,0
495,"Friday, 11 November 2016",Give it up for the winners of the first annual #TwitterAwards,Events,Jayanta Jenkins,https://blog.twitter.com/en_us/topics/events/2016/give-it-up-for-the-winners-of-the-first-annual-twitterawards,[],0,0,0,0,0,0
496,"Tuesday, 1 November 2016",Speed up customer service with quick replies & welcome messages,Product,Ian Cairns,https://blog.twitter.com/en_us/topics/product/2016/speed-up-customer-service-with-quick-replies-welcome-messages,[],0,0,0,0,0,0
497,"Wednesday, 5 October 2016",Study: Twitter customer care increases willingness to pay,Insights,Wayne Huang,https://blog.twitter.com/en_us/topics/insights/2016/study-twitter-customer-care-increases-willingness-to-pay-across-industries,[],0,0,0,0,0,0
498,"Wednesday, 28 September 2016",Introducing the new Website Conversions objective,Product,Rebecca Resnick,https://blog.twitter.com/en_us/topics/product/2016/introducing-the-new-website-conversions-objective,[],0,0,0,0,0,0
