,date,title,topic,author,path,categories,children,gender_violence,hate_speech,health_disinfo,political_disinfo,safety
211,"Thursday, 12 December 2019",Helping identify 2020 US election candidates on Twitter,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2019/helping-identify-2020-us-election-candidates-on-twitter,"['political_disinfo', 'safety']",0,0,0,0,0,1
212,"Monday, 9 December 2019",#ThisHappened in 2019,Insights,Elaine Filadelfo,https://blog.twitter.com/en_us/topics/insights/2019/ThisHappened-in-2019,[],0,0,0,0,0,0
213,"Thursday, 5 December 2019",Giving a helping hand to communities on #TwitterForGood Day - Fall 2019,Events,Colin Crowell ,https://blog.twitter.com/en_us/topics/events/2019/giving-a-helping-hand-to-communities-on-twitter-for-good-day-fall-2019,"['children', 'health_disinfo', 'safety']",1,0,0,0,0,0
213,"Thursday, 5 December 2019",Giving a helping hand to communities on #TwitterForGood Day - Fall 2019,Events,Colin Crowell ,https://blog.twitter.com/en_us/topics/events/2019/giving-a-helping-hand-to-communities-on-twitter-for-good-day-fall-2019,"['children', 'health_disinfo', 'safety']",0,0,0,1,0,0
213,"Thursday, 5 December 2019",Giving a helping hand to communities on #TwitterForGood Day - Fall 2019,Events,Colin Crowell ,https://blog.twitter.com/en_us/topics/events/2019/giving-a-helping-hand-to-communities-on-twitter-for-good-day-fall-2019,"['children', 'health_disinfo', 'safety']",0,0,0,0,0,1
214,"Wednesday, 4 December 2019",The path to innovation starts with the customer,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2019/the-path-to-innovation-starts-with-the-customer,[],0,0,0,0,0,0
215,"Tuesday, 3 December 2019",Measure your launch and connect campaigns using Twitter Brand Surveys,Product,Dianne Francisco ,https://blog.twitter.com/en_us/topics/product/2019/Measure-your-launch-and-connect-campaigns-using-Twitter-Brand-Surveys,[],0,0,0,0,0,0
216,"Monday, 2 December 2019",What we have been doing to protect your privacy and data,Company,Damien Kieran ,https://blog.twitter.com/en_us/topics/company/2019/privacy_data_protection,"['political_disinfo', 'safety']",0,0,0,0,1,0
216,"Monday, 2 December 2019",What we have been doing to protect your privacy and data,Company,Damien Kieran ,https://blog.twitter.com/en_us/topics/company/2019/privacy_data_protection,"['political_disinfo', 'safety']",0,0,0,0,0,1
217,"Thursday, 21 November 2019",More control over your conversations: now available globally,Product,Suzanne Xie,https://blog.twitter.com/en_us/topics/product/2019/more-control-over-your-conversations-globally,"['health_disinfo', 'safety']",0,0,0,1,0,0
217,"Thursday, 21 November 2019",More control over your conversations: now available globally,Product,Suzanne Xie,https://blog.twitter.com/en_us/topics/product/2019/more-control-over-your-conversations-globally,"['health_disinfo', 'safety']",0,0,0,0,0,1
218,"Monday, 11 November 2019",Help us shape our approach to synthetic and manipulated media,Company,,https://blog.twitter.com/en_us/topics/company/2019/synthetic_manipulated_media_policy_feedback,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
218,"Monday, 11 November 2019",Help us shape our approach to synthetic and manipulated media,Company,,https://blog.twitter.com/en_us/topics/company/2019/synthetic_manipulated_media_policy_feedback,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
218,"Monday, 11 November 2019",Help us shape our approach to synthetic and manipulated media,Company,,https://blog.twitter.com/en_us/topics/company/2019/synthetic_manipulated_media_policy_feedback,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
219,"Monday, 11 November 2019",Introducing Topics,Product,X,https://blog.twitter.com/en_us/topics/product/2019/introducing-topics,[],0,0,0,0,0,0
220,"Wednesday, 6 November 2019","But, how do you really feel?",Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2019/but-how-do-you-really-feel,[],0,0,0,0,0,0
221,"Monday, 4 November 2019",18 trends that highlight fundamental shifts in culture,Insights,,https://blog.twitter.com/en_us/topics/insights/2019/18-trends-that-highlight-fundamental-shifts-in-culture,"['health_disinfo', 'safety']",0,0,0,1,0,0
221,"Monday, 4 November 2019",18 trends that highlight fundamental shifts in culture,Insights,,https://blog.twitter.com/en_us/topics/insights/2019/18-trends-that-highlight-fundamental-shifts-in-culture,"['health_disinfo', 'safety']",0,0,0,0,0,1
222,"Thursday, 31 October 2019",15th Transparency Report: Increase in proactive enforcement on accounts ,Company,X,https://blog.twitter.com/en_us/topics/company/2019/twitter-transparency-report-2019,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0,0
222,"Thursday, 31 October 2019",15th Transparency Report: Increase in proactive enforcement on accounts ,Company,X,https://blog.twitter.com/en_us/topics/company/2019/twitter-transparency-report-2019,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
222,"Thursday, 31 October 2019",15th Transparency Report: Increase in proactive enforcement on accounts ,Company,X,https://blog.twitter.com/en_us/topics/company/2019/twitter-transparency-report-2019,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
222,"Thursday, 31 October 2019",15th Transparency Report: Increase in proactive enforcement on accounts ,Company,X,https://blog.twitter.com/en_us/topics/company/2019/twitter-transparency-report-2019,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
223,"Wednesday, 30 October 2019",#GameofThrones phenomena,Insights,Kellan Terry,https://blog.twitter.com/en_us/topics/insights/2019/game-of-thrones-phenomenons,[],0,0,0,0,0,0
224,"Wednesday, 30 October 2019",Social customer service: the three stages of maturity,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2019/social-customer-service-the-three-stages-of-maturity,[],0,0,0,0,0,0
225,"Thursday, 24 October 2019",Twitter builds partnership with UNESCO on media and information literacy,Company,Ronan Costello,https://blog.twitter.com/en_us/topics/company/2019/twitter-launches-new-media-literacy-handbook-for-schools,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0,0
225,"Thursday, 24 October 2019",Twitter builds partnership with UNESCO on media and information literacy,Company,Ronan Costello,https://blog.twitter.com/en_us/topics/company/2019/twitter-launches-new-media-literacy-handbook-for-schools,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
225,"Thursday, 24 October 2019",Twitter builds partnership with UNESCO on media and information literacy,Company,Ronan Costello,https://blog.twitter.com/en_us/topics/company/2019/twitter-launches-new-media-literacy-handbook-for-schools,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
225,"Thursday, 24 October 2019",Twitter builds partnership with UNESCO on media and information literacy,Company,Ronan Costello,https://blog.twitter.com/en_us/topics/company/2019/twitter-launches-new-media-literacy-handbook-for-schools,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
226,"Wednesday, 23 October 2019","When it comes to digital transformation, start with the customer",Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2019/when-it-comes-to-digital-transformation-start-with-the-customer,[],0,0,0,0,0,0
227,"Friday, 18 October 2019",Guest post: Five ways brands build connections on social,Insights,Rachael Samuels,https://blog.twitter.com/en_us/topics/insights/2019/guest-post-five-ways-brands-build-connections-on-social,[],0,0,0,0,0,0
228,"Tuesday, 15 October 2019",World Leaders on Twitter: principles & approach,Company,X,https://blog.twitter.com/en_us/topics/company/2019/worldleaders2019,"['political_disinfo', 'safety']",0,0,0,0,1,0
228,"Tuesday, 15 October 2019",World Leaders on Twitter: principles & approach,Company,X,https://blog.twitter.com/en_us/topics/company/2019/worldleaders2019,"['political_disinfo', 'safety']",0,0,0,0,0,1
229,"Friday, 11 October 2019",Return of the (Twitter for) Mac,Product,,https://blog.twitter.com/en_us/topics/product/2019/returnoftwitterformac,[],0,0,0,0,0,0
230,"Wednesday, 9 October 2019",What marketing gets that Customer Experience (CX) doesn’t,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2019/what-marketing-gets-that-customer-experience-cx-doesnt,[],0,0,0,0,0,0
231,"Wednesday, 25 September 2019",Your customers are talking. Are you listening?,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2019/customers-are-talking-are-you-listening-twitter-blog,[],0,0,0,0,0,0
232,"Monday, 23 September 2019",Your social customer service vendor checklist,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2019/social-customer-service-vendor-checklist-twitter-blog,[],0,0,0,0,0,0
233,"Monday, 23 September 2019","Twitter Next, driving brands to create ideas worth talking about",Product,Alex Josephson,https://blog.twitter.com/en_us/topics/product/2019/Twitter-next,[],0,0,0,0,0,0
234,"Friday, 20 September 2019",Disclosing new data to our archive of information operations,Company,,https://blog.twitter.com/en_us/topics/company/2019/info-ops-disclosure-data-september-2019,"['health_disinfo', 'safety']",0,0,0,1,0,0
234,"Friday, 20 September 2019",Disclosing new data to our archive of information operations,Company,,https://blog.twitter.com/en_us/topics/company/2019/info-ops-disclosure-data-september-2019,"['health_disinfo', 'safety']",0,0,0,0,0,1
235,"Friday, 20 September 2019","#LostTweets with Steve Aoki: Talking Hair, BTS, and Social Listening",Insights,Kenny Lee,https://blog.twitter.com/en_us/topics/insights/2019/steve-aoki-hair-bts-cake-throwing-social-listening-twitter-blog,[],0,0,0,0,0,0
236,"Thursday, 19 September 2019",More control over your conversations: now available in Japan and the US!,Product,X,https://blog.twitter.com/en_us/topics/product/2019/controlexpansion,['safety'],0,0,0,0,0,1
237,"Wednesday, 18 September 2019",UNICEF and BTS work to #ENDviolence on UN International #FriendshipDay,Company,Michele Austin ,https://blog.twitter.com/en_us/topics/company/2019/unicef-bts-friendshipday0,['safety'],0,0,0,0,0,1
238,"Wednesday, 18 September 2019",Inclusion & Diversity Report September 2019,Company,,https://blog.twitter.com/en_us/topics/company/2019/inclusion-and-diversity-report-september-2019,['health_disinfo'],0,0,0,1,0,0
239,"Tuesday, 10 September 2019",3 things to consider when vetting social listening tools,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2019/twitter-blog-vetting-social-listening-tools,[],0,0,0,0,0,0
240,"Monday, 19 August 2019",Updating our advertising policies on state media,Company,X,https://blog.twitter.com/en_us/topics/company/2019/advertising_policies_on_state_media,['health_disinfo'],0,0,0,1,0,0
241,"Monday, 19 August 2019","Long story, short: 6-second video bidding is now available",Product,,https://blog.twitter.com/en_us/topics/product/2019/Long-story-short-6-second-video-bidding-is-now-available,[],0,0,0,0,0,0
242,"Monday, 19 August 2019",Information operations directed at Hong Kong,Company,,https://blog.twitter.com/en_us/topics/company/2019/information_operations_directed_at_Hong_Kong,"['health_disinfo', 'safety']",0,0,0,1,0,0
242,"Monday, 19 August 2019",Information operations directed at Hong Kong,Company,,https://blog.twitter.com/en_us/topics/company/2019/information_operations_directed_at_Hong_Kong,"['health_disinfo', 'safety']",0,0,0,0,0,1
243,"Monday, 5 August 2019",Guest Post: Emily Drewry discusses Forbes’ data-driven Twitter strategy,Insights,Rachel Alvarez,https://blog.twitter.com/en_us/topics/insights/2019/guest-post-forbes-data-driven-twitter-strategy,[],0,0,0,0,0,0
244,"Friday, 19 July 2019",Are marketers missing customer signals on social?,Insights,Kenny Lee,https://blog.twitter.com/en_us/topics/insights/2019/are-marketers-missing-customer-signals,['hate_speech'],0,0,1,0,0,0
245,"Tuesday, 16 July 2019",Twitter reveals first ever Women’s World Cup #GoldenTweet award winners,Events,Twitter Sports,https://blog.twitter.com/en_us/topics/events/2019/Twitter-Reveals-First-Ever-Womens-WorldCup-GoldenTweet-Award-Winners,[],0,0,0,0,0,0
246,"Monday, 15 July 2019",Introducing a new Twitter.com,Product,,https://blog.twitter.com/en_us/topics/product/2019/introducing-a-new-Twitter-dot-com,[],0,0,0,0,0,0
247,"Thursday, 11 July 2019",Giving you more control over your conversations,Product,Michelle Yasmeen Haq,https://blog.twitter.com/en_us/topics/product/2019/morecontrolofconversation,[],0,0,0,0,0,0
248,"Wednesday, 10 July 2019",Guest post: Taking the high road: The power of purpose-driven stances ,Insights,Lizz Kannenberg,https://blog.twitter.com/en_us/topics/insights/2019/the-power-of-purpose-driven-stances,"['hate_speech', 'health_disinfo']",0,0,1,0,0,0
248,"Wednesday, 10 July 2019",Guest post: Taking the high road: The power of purpose-driven stances ,Insights,Lizz Kannenberg,https://blog.twitter.com/en_us/topics/insights/2019/the-power-of-purpose-driven-stances,"['hate_speech', 'health_disinfo']",0,0,0,1,0,0
249,"Wednesday, 10 July 2019",Introducing the Twitter Engineering Apprenticeship Program,Company,,https://blog.twitter.com/en_us/topics/company/2019/engapprenticeshipprogram,[],0,0,0,0,0,0
250,"Wednesday, 10 July 2019","Introducing Twitter ArtHouse, helping brands create and optimize content",Product,Stacy Minero,https://blog.twitter.com/en_us/topics/product/2019/Introducing-Twitter-ArtHouse,[],0,0,0,0,0,0
251,"Tuesday, 9 July 2019",The secret language of fans,Insights,Kim Wu,https://blog.twitter.com/en_us/topics/insights/2019/the-secret-language-of-fans,[],0,0,0,0,0,0
252,"Tuesday, 9 July 2019",Guest post: #panteneOppa: Learning from Steve Aoki's viral moment ,Insights,Rachel Alvarez,https://blog.twitter.com/en_us/topics/insights/2019/steve-aoki-panteneoppa-explained,[],0,0,0,0,0,0
253,"Tuesday, 9 July 2019",The crowning of the #PanteneOppa,Insights,,https://blog.twitter.com/en_us/topics/insights/2019/panteneoppa-explanation-video,[],0,0,0,0,0,0
254,"Tuesday, 9 July 2019",Updating our rules against hateful conduct,Company,X Safety,https://blog.twitter.com/en_us/topics/company/2019/hatefulconductupdate,"['hate_speech', 'health_disinfo', 'safety']",0,0,1,0,0,0
254,"Tuesday, 9 July 2019",Updating our rules against hateful conduct,Company,X Safety,https://blog.twitter.com/en_us/topics/company/2019/hatefulconductupdate,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,1,0,0
254,"Tuesday, 9 July 2019",Updating our rules against hateful conduct,Company,X Safety,https://blog.twitter.com/en_us/topics/company/2019/hatefulconductupdate,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,0,0,1
255,"Monday, 8 July 2019",How Twitter bridges the gap between brands and their audiences,Insights,Kim Wu,https://blog.twitter.com/en_us/topics/insights/2019/startwiththem,[],0,0,0,0,0,0
256,"Monday, 8 July 2019",Insights into the 2019 #FIFAWWC conversation on Twitter,Events,Twitter Sports,https://blog.twitter.com/en_us/topics/events/2019/insights-into-the-2019-fifawwc-conversation-on-twitter,[],0,0,0,0,0,0
257,"Monday, 1 July 2019",Our partnership with UNHCR to launch #KnitForRefugees,Company,,https://blog.twitter.com/en_us/topics/company/2019/our-partnership-with-unhcr,['safety'],0,0,0,0,0,1
258,"Thursday, 27 June 2019",Defining public interest on Twitter,Company,,https://blog.twitter.com/en_us/topics/company/2019/publicinterest,"['health_disinfo', 'safety']",0,0,0,1,0,0
258,"Thursday, 27 June 2019",Defining public interest on Twitter,Company,,https://blog.twitter.com/en_us/topics/company/2019/publicinterest,"['health_disinfo', 'safety']",0,0,0,0,0,1
259,"Wednesday, 26 June 2019",What to expect from Twitter ahead of the first #DemDebate,Events,Carlos Monje Jr. ,https://blog.twitter.com/en_us/topics/events/2019/what-to-expect-from-twitter-aheadoffirst-demdebate,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
259,"Wednesday, 26 June 2019",What to expect from Twitter ahead of the first #DemDebate,Events,Carlos Monje Jr. ,https://blog.twitter.com/en_us/topics/events/2019/what-to-expect-from-twitter-aheadoffirst-demdebate,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
259,"Wednesday, 26 June 2019",What to expect from Twitter ahead of the first #DemDebate,Events,Carlos Monje Jr. ,https://blog.twitter.com/en_us/topics/events/2019/what-to-expect-from-twitter-aheadoffirst-demdebate,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
260,"Tuesday, 18 June 2019",How #E32019 played out on Twitter,Events,Rishi Chadha,https://blog.twitter.com/en_us/topics/events/2019/how-e3-played-out-on-twitter,[],0,0,0,0,0,0
261,"Friday, 14 June 2019","Guest Post: Q&A on social listening with Sprout Social CMO, Jamie Gilpin",Insights,Jamie Gilpin,https://blog.twitter.com/en_us/topics/insights/2019/sproutsocial,[],0,0,0,0,0,0
262,"Thursday, 13 June 2019","Information operations on Twitter: principles, process, and disclosure",Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2019/information-ops-on-twitter,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
262,"Thursday, 13 June 2019","Information operations on Twitter: principles, process, and disclosure",Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2019/information-ops-on-twitter,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
262,"Thursday, 13 June 2019","Information operations on Twitter: principles, process, and disclosure",Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2019/information-ops-on-twitter,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
263,"Friday, 7 June 2019",The Twitter NeighborNest turns four,Company,,https://blog.twitter.com/en_us/topics/company/2019/neighbornestturnsfour,"['children', 'safety']",1,0,0,0,0,0
263,"Friday, 7 June 2019",The Twitter NeighborNest turns four,Company,,https://blog.twitter.com/en_us/topics/company/2019/neighbornestturnsfour,"['children', 'safety']",0,0,0,0,0,1
264,"Friday, 7 June 2019",Making our rules easier to understand,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2019/rules-refresh,"['hate_speech', 'health_disinfo', 'safety']",0,0,1,0,0,0
264,"Friday, 7 June 2019",Making our rules easier to understand,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2019/rules-refresh,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,1,0,0
264,"Friday, 7 June 2019",Making our rules easier to understand,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2019/rules-refresh,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,0,0,1
265,"Wednesday, 5 June 2019",Introducing the #GoldenTweet Awards & the ways to follow the #FIFAWWC,Events,Twitter Sports,https://blog.twitter.com/en_us/topics/events/2019/Introducing-the-GoldenTweet-Awards-All-The-Ways-To-Follow-the-FIFAWW,[],0,0,0,0,0,0
266,"Tuesday, 4 June 2019",Inclusion & Diversity Report May 2019,Company,,https://blog.twitter.com/en_us/topics/company/2019/Board-Update-Inclusion-Diversity-Report-May2019,"['health_disinfo', 'political_disinfo']",0,0,0,1,0,0
266,"Tuesday, 4 June 2019",Inclusion & Diversity Report May 2019,Company,,https://blog.twitter.com/en_us/topics/company/2019/Board-Update-Inclusion-Diversity-Report-May2019,"['health_disinfo', 'political_disinfo']",0,0,0,0,1,0
267,"Monday, 3 June 2019",Our spring 2019 Twitter For Good Day,Company,Colin Crowell ,https://blog.twitter.com/en_us/topics/company/2019/spring19twitterforgoodday,"['children', 'health_disinfo', 'political_disinfo', 'safety']",1,0,0,0,0,0
267,"Monday, 3 June 2019",Our spring 2019 Twitter For Good Day,Company,Colin Crowell ,https://blog.twitter.com/en_us/topics/company/2019/spring19twitterforgoodday,"['children', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
267,"Monday, 3 June 2019",Our spring 2019 Twitter For Good Day,Company,Colin Crowell ,https://blog.twitter.com/en_us/topics/company/2019/spring19twitterforgoodday,"['children', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
267,"Monday, 3 June 2019",Our spring 2019 Twitter For Good Day,Company,Colin Crowell ,https://blog.twitter.com/en_us/topics/company/2019/spring19twitterforgoodday,"['children', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
268,"Monday, 3 June 2019",Twitter acquires Fabula AI to strengthen its machine learning expertise ,Company,Parag Agrawal,https://blog.twitter.com/en_us/topics/company/2019/Twitter-acquires-Fabula-AI,"['health_disinfo', 'safety']",0,0,0,1,0,0
268,"Monday, 3 June 2019",Twitter acquires Fabula AI to strengthen its machine learning expertise ,Company,Parag Agrawal,https://blog.twitter.com/en_us/topics/company/2019/Twitter-acquires-Fabula-AI,"['health_disinfo', 'safety']",0,0,0,0,0,1
269,"Friday, 31 May 2019",6.2m Tweets on EU elections as voters turn to Twitter for conversation,Company,Karen White,https://blog.twitter.com/en_us/topics/company/2019/voters_turn_to_twitter_for_eu_elections,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
269,"Friday, 31 May 2019",6.2m Tweets on EU elections as voters turn to Twitter for conversation,Company,Karen White,https://blog.twitter.com/en_us/topics/company/2019/voters_turn_to_twitter_for_eu_elections,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
269,"Friday, 31 May 2019",6.2m Tweets on EU elections as voters turn to Twitter for conversation,Company,Karen White,https://blog.twitter.com/en_us/topics/company/2019/voters_turn_to_twitter_for_eu_elections,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
270,"Wednesday, 29 May 2019",Go live with guests!,Product,X,https://blog.twitter.com/en_us/topics/product/2019/Go-live-with-guests,[],0,0,0,0,0,0
271,"Wednesday, 15 May 2019",Addressing the abuse of tech to spread terrorist and extremist content,Company,,https://blog.twitter.com/en_us/topics/company/2019/addressing-the-abuse-of-tech-to-spread-terrorist-and-extremist-c,"['hate_speech', 'health_disinfo', 'safety']",0,0,1,0,0,0
271,"Wednesday, 15 May 2019",Addressing the abuse of tech to spread terrorist and extremist content,Company,,https://blog.twitter.com/en_us/topics/company/2019/addressing-the-abuse-of-tech-to-spread-terrorist-and-extremist-c,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,1,0,0
271,"Wednesday, 15 May 2019",Addressing the abuse of tech to spread terrorist and extremist content,Company,,https://blog.twitter.com/en_us/topics/company/2019/addressing-the-abuse-of-tech-to-spread-terrorist-and-extremist-c,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,0,0,1
272,"Friday, 10 May 2019",Helping you find reliable public health information on Twitter,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2019/helping-you-find-reliable-public-health-information-on-twitter,"['health_disinfo', 'safety']",0,0,0,1,0,0
272,"Friday, 10 May 2019",Helping you find reliable public health information on Twitter,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2019/helping-you-find-reliable-public-health-information-on-twitter,"['health_disinfo', 'safety']",0,0,0,0,0,1
273,"Thursday, 9 May 2019",Key data and insights from our 14th Twitter Transparency Report,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2019/key-data-and-insights-from-our-14th-twitter-transparency-report,"['hate_speech', 'political_disinfo', 'safety']",0,0,1,0,0,0
273,"Thursday, 9 May 2019",Key data and insights from our 14th Twitter Transparency Report,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2019/key-data-and-insights-from-our-14th-twitter-transparency-report,"['hate_speech', 'political_disinfo', 'safety']",0,0,0,0,1,0
273,"Thursday, 9 May 2019",Key data and insights from our 14th Twitter Transparency Report,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2019/key-data-and-insights-from-our-14th-twitter-transparency-report,"['hate_speech', 'political_disinfo', 'safety']",0,0,0,0,0,1
274,"Sunday, 5 May 2019",#Ramadan 2019 on Twitter,Events,George Salama,https://blog.twitter.com/en_us/topics/events/2019/-ramadan-2019-on-twitter,[],0,0,0,0,0,0
275,"Wednesday, 24 April 2019",Strengthening our approach to deliberate attempts to mislead voters,Company,,https://blog.twitter.com/en_us/topics/company/2019/strengthening-our-approach-to-deliberate-attempts-to-mislead-vot,"['political_disinfo', 'safety']",0,0,0,0,1,0
275,"Wednesday, 24 April 2019",Strengthening our approach to deliberate attempts to mislead voters,Company,,https://blog.twitter.com/en_us/topics/company/2019/strengthening-our-approach-to-deliberate-attempts-to-mislead-vot,"['political_disinfo', 'safety']",0,0,0,0,0,1
276,"Tuesday, 23 April 2019",Leveraging the power of Twitter to combat the opioid crisis,Company,Lauren Culbertson,https://blog.twitter.com/en_us/topics/company/2019/leveraging-the-power-of-twitter-to-combat-the-opioid-crisis,"['health_disinfo', 'safety']",0,0,0,1,0,0
276,"Tuesday, 23 April 2019",Leveraging the power of Twitter to combat the opioid crisis,Company,Lauren Culbertson,https://blog.twitter.com/en_us/topics/company/2019/leveraging-the-power-of-twitter-to-combat-the-opioid-crisis,"['health_disinfo', 'safety']",0,0,0,0,0,1
277,"Monday, 22 April 2019",Taking steps toward sustainability this Earth Day,Company,Colin Crowell ,https://blog.twitter.com/en_us/topics/company/2019/taking-steps-toward-sustainability-this-earth-day,[],0,0,0,0,0,0
278,"Tuesday, 16 April 2019",A healthier Twitter: Progress and more to do,Company,,https://blog.twitter.com/en_us/topics/company/2019/health-update,"['hate_speech', 'health_disinfo', 'safety']",0,0,1,0,0,0
278,"Tuesday, 16 April 2019",A healthier Twitter: Progress and more to do,Company,,https://blog.twitter.com/en_us/topics/company/2019/health-update,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,1,0,0
278,"Tuesday, 16 April 2019",A healthier Twitter: Progress and more to do,Company,,https://blog.twitter.com/en_us/topics/company/2019/health-update,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,0,0,1
279,"Monday, 15 April 2019",A Healthier Twitter: One Year In,Company,,https://blog.twitter.com/en_us/topics/company/2018/healthupdate,"['hate_speech', 'health_disinfo', 'safety']",0,0,1,0,0,0
279,"Monday, 15 April 2019",A Healthier Twitter: One Year In,Company,,https://blog.twitter.com/en_us/topics/company/2018/healthupdate,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,1,0,0
279,"Monday, 15 April 2019",A Healthier Twitter: One Year In,Company,,https://blog.twitter.com/en_us/topics/company/2018/healthupdate,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,0,0,1
280,"Wednesday, 10 April 2019",Guest post: The 5-minute guide to mastering audiences on Twitter,Insights,Nick Taylor,https://blog.twitter.com/en_us/topics/insights/2019/guest-post-the-5-minute-guide-to-mastering-audiences-on-twitter,['safety'],0,0,0,0,0,1
281,"Wednesday, 27 March 2019",Take the field with @MLB on Twitter in 2019,Events,,https://blog.twitter.com/en_us/topics/events/2019/Take-the-field-with-MLB-on-Twitter-in-2019,[],0,0,0,0,0,0
282,"Wednesday, 20 March 2019",Celebrating #EUMediaLiteracyWeek,Company,Ronan Costello,https://blog.twitter.com/en_us/topics/company/2019/CelebratingEUMediaLiteracyWeek,"['health_disinfo', 'political_disinfo']",0,0,0,1,0,0
282,"Wednesday, 20 March 2019",Celebrating #EUMediaLiteracyWeek,Company,Ronan Costello,https://blog.twitter.com/en_us/topics/company/2019/CelebratingEUMediaLiteracyWeek,"['health_disinfo', 'political_disinfo']",0,0,0,0,1,0
283,"Thursday, 14 March 2019",Our 2018 Inclusion and Diversity Report,Company,X,https://blog.twitter.com/en_us/topics/company/2019/ianddreport,['safety'],0,0,0,0,0,1
284,"Tuesday, 19 February 2019",Expanding transparency around political ads on Twitter,Company,X,https://blog.twitter.com/en_us/topics/company/2019/transparency-political-ads,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
284,"Tuesday, 19 February 2019",Expanding transparency around political ads on Twitter,Company,X,https://blog.twitter.com/en_us/topics/company/2019/transparency-political-ads,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
284,"Tuesday, 19 February 2019",Expanding transparency around political ads on Twitter,Company,X,https://blog.twitter.com/en_us/topics/company/2019/transparency-political-ads,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
285,"Tuesday, 19 February 2019",The world’s window into the European election conversation,Company,,https://blog.twitter.com/en_us/topics/company/2019/world-window-EU-election-conversation,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
285,"Tuesday, 19 February 2019",The world’s window into the European election conversation,Company,,https://blog.twitter.com/en_us/topics/company/2019/world-window-EU-election-conversation,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
